NEGOZIO;TICKET;DATA;REPARTO;FORMATO;PLU;DESCRIZIONE;IVA;PESO;IMPORTO;PREZZO AL KG
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);613;02/10/2024 18:20;1;T;504;PROSC.COTTO A.QUALITA' RICCAFETTA RASPINI CINQUE STELLE;0.000;0.156;2.790;17.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);614;02/10/2024 18:22;1;T;546;"MORTADELLA BOLOGNA IGP CON PISTACCHIO ""PALMIERI """;0.000;0.094;1.120;11.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);615;02/10/2024 18:24;1;T;565;PROSCIUTTO CRUDO SAN DANIELE DOP;0.000;0.164;4.250;25.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);616;02/10/2024 18:25;1;T;516;"PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI";0.000;0.110;1.530;13.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);617;02/10/2024 18:26;1;T;516;"PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI";0.000;0.150;2.090;13.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);618;02/10/2024 18:27;1;T;565;PROSCIUTTO CRUDO SAN DANIELE DOP;0.000;0.126;3.260;25.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);619;02/10/2024 18:28;1;T;531;MANZO AFFUMICATO;0.000;0.104;1.970;18.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);620;02/10/2024 18:45;1;T;509;COPPA NOSTRANA;0.000;0.106;2.640;24.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);621;02/10/2024 18:47;1;T;501;PROSCIUTTO DI PARMA DOP(Stagionatura 18 Mesi);0.000;0.152;4.850;31.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);625;02/10/2024 18:52;1;T;62;"RICOTTA IN FUSCELLE ""CASEIF.PUGLIESE""";0.000;0.264;2.610;9.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);626;02/10/2024 18:52;1;T;3;"PRIMO SALE CON RUCOLA "" LONGO """;0.000;0.174;2.070;11.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);627;02/10/2024 18:53;1;T;147;"STRACCIATELLA ""SABELLI""";0.000;0.268;4.800;17.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);628;02/10/2024 19:01;1;T;516;"PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI";0.000;0.110;1.530;13.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);629;02/10/2024 19:03;1;T;508;PANCETTA ARROTOLATA NAZIONALE;0.000;0.164;2.120;12.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);630;02/10/2024 19:07;1;T;537;PROSC.COTTO A.QUALITA' GRAN BISCOTTO ROVAGNATI;0.000;0.158;4.880;30.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);631;02/10/2024 19:09;1;T;506;SALAME MULETTA ALL'AGLIO;0.000;0.238;4.260;17.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);632;02/10/2024 19:13;1;T;508;PANCETTA ARROTOLATA NAZIONALE;0.000;0.138;1.780;12.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);633;02/10/2024 19:14;1;T;531;MANZO AFFUMICATO;0.000;0.116;2.190;18.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);634;02/10/2024 19:15;1;T;642;"INSALATA CAPRICCIOSA ""GIALLO UOVO"" VALLEBELBO";0.000;0.190;2.070;10.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);635;02/10/2024 19:24;1;T;534;BRESAOLA PUNTA D'ANCA  IGP;0.000;0.060;2.090;34.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);636;02/10/2024 19:29;1;T;515;"MORTADELLA  SENZA PISTACCHIO FIOR D'EMILIA "" FELSINEO """;0.000;0.212;2.100;9.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);645;03/10/2024 07:52;100;E;428;CROISSANT HARMONIE RIPIENO ALLA CREMA;0.000;1.000;0.850;#VALORE!
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);689;03/10/2024 08:40;1;T;192;"RICOTTA VALLELATA ""GALBANI""";0.000;0.238;1.640;6.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);690;03/10/2024 09:05;2;T;565;PROSCIUTTO CRUDO SAN DANIELE DOP;0.000;0.110;2.850;25.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);692;03/10/2024 09:20;2;T;504;PROSC.COTTO A.QUALITA' RICCAFETTA RASPINI CINQUE STELLE;0.000;0.102;1.830;17.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);692;03/10/2024 09:20;2;T;534;BRESAOLA PUNTA D'ANCA  IGP;0.000;0.100;3.490;34.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);698;03/10/2024 09:38;2;T;516;"PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI";0.000;0.112;1.560;13.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);698;03/10/2024 09:38;2;T;565;PROSCIUTTO CRUDO SAN DANIELE DOP;0.000;0.148;3.830;25.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);702;03/10/2024 09:41;1;T;565;PROSCIUTTO CRUDO SAN DANIELE DOP;0.000;0.152;3.940;25.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);707;03/10/2024 09:56;1;T;531;MANZO AFFUMICATO;0.000;0.156;2.950;18.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);708;03/10/2024 09:57;1;T;25;"CERTOSA ""GALBANI""";0.000;0.262;2.860;10.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);715;03/10/2024 10:03;1;T;516;"PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI";0.000;0.154;2.140;13.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);722;03/10/2024 10:25;1;T;686;SPECK ALTO ADIGE GRAN RESA SENFTER;0.000;0.124;2.340;18.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);726;03/10/2024 10:30;1;T;546;"MORTADELLA BOLOGNA IGP CON PISTACCHIO ""PALMIERI """;0.000;0.110;1.310;11.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);734;03/10/2024 10:46;1;T;530;GIRELLO BOVINO COTTO PER VITELLO TONNATO;0.000;0.056;1.620;28.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);735;03/10/2024 10:47;1;T;618;SALSA TONNATA;0.000;0.050;0.650;12.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);736;03/10/2024 10:48;1;T;546;"MORTADELLA BOLOGNA IGP CON PISTACCHIO ""PALMIERI """;0.000;0.060;0.710;11.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);737;03/10/2024 10:52;1;T;565;PROSCIUTTO CRUDO SAN DANIELE DOP;0.000;0.226;5.850;25.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);738;03/10/2024 10:53;1;T;516;"PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI";0.000;0.110;1.530;13.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);739;03/10/2024 10:55;1;T;551;SALAME MILANO;0.000;0.100;1.390;13.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);743;03/10/2024 11:07;1;T;537;PROSC.COTTO A.QUALITA' GRAN BISCOTTO ROVAGNATI;0.000;0.100;3.090;30.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);744;03/10/2024 11:08;1;T;65;"TOMINO (PAGLINA) FRESCO ""LONGO""";0.000;0.228;2.490;10.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);747;03/10/2024 11:26;1;T;640;VOL AU VENT CON FONDUTA;0.000;0.138;2.880;20.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);748;03/10/2024 11:26;1;T;616;INSALATA RUSSA NORMALE VOGLIAZZI;0.000;0.178;1.580;8.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);749;03/10/2024 11:28;1;T;531;MANZO AFFUMICATO;0.000;0.258;4.880;18.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);750;03/10/2024 11:30;1;T;565;PROSCIUTTO CRUDO SAN DANIELE DOP;0.000;0.122;3.160;25.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);753;03/10/2024 11:39;1;T;515;"MORTADELLA  SENZA PISTACCHIO FIOR D'EMILIA "" FELSINEO """;0.000;0.188;1.860;9.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);754;03/10/2024 11:39;1;T;515;"MORTADELLA  SENZA PISTACCHIO FIOR D'EMILIA "" FELSINEO """;0.000;0.222;2.200;9.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);756;03/10/2024 11:42;1;T;516;"PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI";0.000;0.142;1.970;13.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);757;03/10/2024 11:44;1;T;565;PROSCIUTTO CRUDO SAN DANIELE DOP;0.000;0.110;2.850;25.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);758;03/10/2024 11:45;1;T;565;PROSCIUTTO CRUDO SAN DANIELE DOP;0.000;0.112;2.900;25.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);762;03/10/2024 11:54;1;T;516;"PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI";0.000;0.256;3.560;13.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);763;03/10/2024 11:59;1;T;531;MANZO AFFUMICATO;0.000;0.102;1.930;18.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);765;03/10/2024 12:10;1;T;543;FESA DI TACCHINO ARROSTO;0.000;0.268;3.990;14.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);767;03/10/2024 12:14;1;T;565;PROSCIUTTO CRUDO SAN DANIELE DOP;0.000;0.050;1.300;25.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);772;03/10/2024 12:24;1;T;551;SALAME MILANO;0.000;0.214;2.970;13.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);773;03/10/2024 12:27;1;T;508;PANCETTA ARROTOLATA NAZIONALE;0.000;0.154;1.990;12.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);775;03/10/2024 12:33;1;T;546;"MORTADELLA BOLOGNA IGP CON PISTACCHIO ""PALMIERI """;0.000;0.108;1.290;11.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);776;03/10/2024 12:36;1;T;565;PROSCIUTTO CRUDO SAN DANIELE DOP;0.000;0.098;2.540;25.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);778;03/10/2024 12:42;1;T;565;PROSCIUTTO CRUDO SAN DANIELE DOP;0.000;0.182;4.710;25.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);779;03/10/2024 12:43;1;T;516;"PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI";0.000;0.116;1.610;13.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);780;03/10/2024 12:44;1;T;78;"RICOTTA DI PECORA ""CASEIF.MAREMMA""";0.000;0.250;2.230;8.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);782;03/10/2024 12:47;1;T;192;"RICOTTA VALLELATA ""GALBANI""";0.000;0.512;3.530;6.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);783;03/10/2024 12:49;1;T;504;PROSC.COTTO A.QUALITA' RICCAFETTA RASPINI CINQUE STELLE;0.000;0.214;3.830;17.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);784;03/10/2024 12:50;1;T;71;"PRIMO SALE BIANCO ""LONGO""";0.000;0.466;5.080;10.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);785;03/10/2024 12:51;1;T;565;PROSCIUTTO CRUDO SAN DANIELE DOP;0.000;0.150;3.890;25.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);786;03/10/2024 12:52;1;T;516;"PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI";0.000;0.120;1.670;13.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);788;03/10/2024 12:53;1;T;642;"INSALATA CAPRICCIOSA ""GIALLO UOVO"" VALLEBELBO";0.000;0.296;3.230;10.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);794;03/10/2024 12:57;1;T;565;PROSCIUTTO CRUDO SAN DANIELE DOP;0.000;0.102;2.640;25.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);797;03/10/2024 13:03;1;T;644;POMODORI SECCHI CONDITI IN OLIO;0.000;0.118;1.640;13.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);798;03/10/2024 13:05;1;T;642;"INSALATA CAPRICCIOSA ""GIALLO UOVO"" VALLEBELBO";0.000;0.166;1.810;10.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);799;03/10/2024 13:05;1;T;74;STRACCHINO NONNO NANNI;0.000;0.260;4.650;17.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);801;03/10/2024 13:09;1;T;551;SALAME MILANO;0.000;0.124;1.720;13.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);801;03/10/2024 13:09;1;T;49;"FORMAGGIO ""EDAMER""";0.000;0.072;0.640;8.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);802;03/10/2024 13:12;1;T;49;"FORMAGGIO ""EDAMER""";0.000;0.070;0.620;8.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);802;03/10/2024 13:12;1;T;516;"PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI";0.000;0.104;1.450;13.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);803;03/10/2024 13:13;1;T;516;"PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI";0.000;0.102;1.420;13.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);803;03/10/2024 13:13;1;T;551;SALAME MILANO;0.000;0.032;0.440;13.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);804;03/10/2024 13:15;1;T;565;PROSCIUTTO CRUDO SAN DANIELE DOP;0.000;0.122;3.160;25.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);806;03/10/2024 13:18;1;T;516;"PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI";0.000;0.050;0.700;13.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);806;03/10/2024 13:18;1;T;49;"FORMAGGIO ""EDAMER""";0.000;0.030;0.270;8.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);808;03/10/2024 13:20;1;T;516;"PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI";0.000;0.200;2.780;13.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);809;03/10/2024 13:22;1;T;546;"MORTADELLA BOLOGNA IGP CON PISTACCHIO ""PALMIERI """;0.000;0.164;1.950;11.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);810;03/10/2024 13:22;1;T;62;"RICOTTA IN FUSCELLE ""CASEIF.PUGLIESE""";0.000;0.394;3.900;9.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);811;03/10/2024 13:24;1;T;565;PROSCIUTTO CRUDO SAN DANIELE DOP;0.000;0.118;3.060;25.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);812;03/10/2024 13:27;1;T;546;"MORTADELLA BOLOGNA IGP CON PISTACCHIO ""PALMIERI """;0.000;0.182;2.170;11.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);813;03/10/2024 13:29;1;T;515;"MORTADELLA  SENZA PISTACCHIO FIOR D'EMILIA "" FELSINEO """;0.000;0.054;0.530;9.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);817;03/10/2024 13:32;1;T;537;PROSC.COTTO A.QUALITA' GRAN BISCOTTO ROVAGNATI;0.000;0.098;3.030;30.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);819;03/10/2024 13:34;1;T;516;"PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI";0.000;0.214;2.970;13.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);820;03/10/2024 13:42;1;T;516;"PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI";0.000;0.248;3.450;13.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);827;03/10/2024 14:11;2;T;565;PROSCIUTTO CRUDO SAN DANIELE DOP;0.000;0.112;2.900;25.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);828;03/10/2024 14:11;2;T;188;CAPRINO PURA CAPRA;0.000;0.156;3.100;19.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);830;03/10/2024 14:14;2;T;537;PROSC.COTTO A.QUALITA' GRAN BISCOTTO ROVAGNATI;0.000;0.156;4.820;30.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);830;03/10/2024 14:14;2;T;543;FESA DI TACCHINO ARROSTO;0.000;0.098;1.460;14.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);834;03/10/2024 14:34;2;T;504;PROSC.COTTO A.QUALITA' RICCAFETTA RASPINI CINQUE STELLE;0.000;0.156;2.790;17.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);836;03/10/2024 14:43;2;T;536;"SALAME "" IL GOLFETTA""";0.000;0.128;3.440;26.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);836;03/10/2024 14:43;2;T;522;CARPACCIO NAZIOANALE DI BRESAOLA;0.000;0.110;3.180;28.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);837;03/10/2024 15:05;2;T;565;PROSCIUTTO CRUDO SAN DANIELE DOP;0.000;0.152;3.940;25.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);837;03/10/2024 15:05;2;T;531;MANZO AFFUMICATO;0.000;0.146;2.760;18.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);841;03/10/2024 15:33;2;T;537;PROSC.COTTO A.QUALITA' GRAN BISCOTTO ROVAGNATI;0.000;0.202;6.240;30.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);844;03/10/2024 16:10;2;T;25;"CERTOSA ""GALBANI""";0.000;0.266;2.900;10.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);846;03/10/2024 16:24;2;T;516;"PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI";0.000;0.110;1.530;13.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);846;03/10/2024 16:24;2;T;543;FESA DI TACCHINO ARROSTO;0.000;0.112;1.670;14.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);847;03/10/2024 16:24;2;T;25;"CERTOSA ""GALBANI""";0.000;0.286;3.120;10.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);852;03/10/2024 16:41;2;T;551;SALAME MILANO;0.000;0.106;1.470;13.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);852;03/10/2024 16:41;2;T;508;PANCETTA ARROTOLATA NAZIONALE;0.000;0.086;1.110;12.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);853;03/10/2024 16:45;2;T;516;"PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI";0.000;0.146;2.030;13.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);853;03/10/2024 16:45;2;T;565;PROSCIUTTO CRUDO SAN DANIELE DOP;0.000;0.154;3.990;25.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);853;03/10/2024 16:45;2;T;551;SALAME MILANO;0.000;0.160;2.220;13.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);854;03/10/2024 16:46;2;T;616;INSALATA RUSSA NORMALE VOGLIAZZI;0.000;0.144;1.280;8.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);857;03/10/2024 16:50;2;T;565;PROSCIUTTO CRUDO SAN DANIELE DOP;0.000;0.210;5.440;25.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);859;03/10/2024 17:17;2;T;631;FRITTATE;0.000;0.226;2.240;9.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);863;03/10/2024 17:28;2;T;516;"PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI";0.000;0.112;1.560;13.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);864;03/10/2024 17:30;2;T;516;"PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI";0.000;0.212;2.950;13.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);865;03/10/2024 17:31;2;T;192;"RICOTTA VALLELATA ""GALBANI""";0.000;0.508;3.510;6.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);866;03/10/2024 17:34;2;T;537;PROSC.COTTO A.QUALITA' GRAN BISCOTTO ROVAGNATI;0.000;0.204;6.300;30.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);868;03/10/2024 17:38;2;T;525;PORCHETTA ARROSTO;0.000;0.110;1.640;14.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);870;03/10/2024 17:44;2;T;537;PROSC.COTTO A.QUALITA' GRAN BISCOTTO ROVAGNATI;0.000;0.208;6.430;30.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);872;03/10/2024 17:48;2;T;504;PROSC.COTTO A.QUALITA' RICCAFETTA RASPINI CINQUE STELLE;0.000;0.154;2.760;17.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);876;03/10/2024 18:01;2;T;537;PROSC.COTTO A.QUALITA' GRAN BISCOTTO ROVAGNATI;0.000;0.198;6.120;30.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);876;03/10/2024 18:01;2;T;531;MANZO AFFUMICATO;0.000;0.202;3.820;18.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);877;03/10/2024 18:12;2;T;543;FESA DI TACCHINO ARROSTO;0.000;0.104;1.550;14.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);877;03/10/2024 18:12;2;T;532;ROAST BEEF A FETTE;0.000;0.100;2.890;28.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);878;03/10/2024 18:13;2;T;3;"PRIMO SALE CON RUCOLA "" LONGO """;0.000;0.174;2.070;11.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);881;03/10/2024 18:19;2;T;546;"MORTADELLA BOLOGNA IGP CON PISTACCHIO ""PALMIERI """;0.000;0.146;1.740;11.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);881;03/10/2024 18:19;2;T;537;PROSC.COTTO A.QUALITA' GRAN BISCOTTO ROVAGNATI;0.000;0.154;4.760;30.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);882;03/10/2024 18:30;2;T;551;SALAME MILANO;0.000;0.104;1.450;13.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);883;03/10/2024 18:33;2;T;531;MANZO AFFUMICATO;0.000;0.104;1.970;18.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);883;03/10/2024 18:33;2;T;532;ROAST BEEF A FETTE;0.000;0.070;2.020;28.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);885;03/10/2024 18:34;2;T;71;"PRIMO SALE BIANCO ""LONGO""";0.000;0.184;2.010;10.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);886;03/10/2024 18:37;2;T;546;"MORTADELLA BOLOGNA IGP CON PISTACCHIO ""PALMIERI """;0.000;0.152;1.810;11.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);886;03/10/2024 18:37;2;T;537;PROSC.COTTO A.QUALITA' GRAN BISCOTTO ROVAGNATI;0.000;0.166;5.130;30.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);888;03/10/2024 18:42;2;T;686;SPECK ALTO ADIGE GRAN RESA SENFTER;0.000;0.126;2.380;18.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);888;03/10/2024 18:42;2;T;49;"FORMAGGIO ""EDAMER""";0.000;0.132;1.170;8.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);889;03/10/2024 18:44;2;T;515;"MORTADELLA  SENZA PISTACCHIO FIOR D'EMILIA "" FELSINEO """;0.000;0.086;0.850;9.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);891;03/10/2024 18:46;2;T;565;PROSCIUTTO CRUDO SAN DANIELE DOP;0.000;0.218;5.650;25.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);892;03/10/2024 18:49;2;T;516;"PROSC.COTTO A.QUALITA' ""BONTA' DELLA TRADIZIONE"" LENTI";0.000;0.196;2.720;13.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);893;03/10/2024 18:50;2;T;740;ACCIUGHE PICCANTI-ROSSE VASO;0.000;0.068;2.710;39.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);894;03/10/2024 18:52;2;T;537;PROSC.COTTO A.QUALITA' GRAN BISCOTTO ROVAGNATI;0.000;0.208;6.430;30.900
PRESTOFRESCO s.p.a. Via Montalcini 1 , Rivoli (TO);896;03/10/2024 18:57;2;T;525;PORCHETTA ARROSTO;0.000;0.108;1.610;14.900
